,CXOGBS,GBS_NAME,X_RAJ2000,e_RAJ2000,X_DEJ2000,e_DEJ2000,X_COUNTS,ObsID,OAxis,Ndet,X_ERR_R,HR,e_HR
1022,J174542.6-313752,CX1023,266.42752,0.16,-31.63134,0.13,3,8773,4.87,1,3.366943832,0.0,0.0
1023,J174541.3-253127,CX1024,266.42236,0.45,-25.52429,0.13,3,9989,4.32,1,2.94148105005,0.0,0.0
1024,J174537.4-262222,CX1025,266.40617,0.15,-26.37284,0.27,3,8662,1.85,1,1.67460764593,0.0,0.0
1025,J174533.2-313258,CX1026,266.38854,0.31,-31.54966,0.13,3,8762,3.85,1,2.62553056882,0.0,0.0
1026,J174532.8-264301,CX1027,266.38677,0.4,-26.71716,0.23,3,8649,5.17,1,3.62973976585,0.0,0.0
1027,J174525.1-313012,CX1028,266.35497,0.31,-31.50333,0.13,3,8762,0.71,1,1.3533332065,0.0,0.0
1028,J174522.0-260058,CX1029,266.34187,0.0,-26.01634,0.46,3,8674,5.52,1,3.96204628542,0.0,0.0
1029,J174510.8-254331,CX1030,266.29539,0.15,-25.72552,0.35,3,9988,4.05,1,2.74960192897,0.0,0.0
1030,J174504.1-253226,CX1031,266.26725,0.39,-25.54059,0.35,3,10013,4.75,1,3.26990990209,0.0,0.0
1031,J174503.9-261718,CX1032,266.26648,0.6,-26.28837,0.67,3,8672,8.07,1,7.64221242624,0.0,0.0
1032,J174502.1-261449,CX1033,266.25911,0.15,-26.24713,0.35,3,8673,4.13,1,2.8070466273,0.0,0.0
1033,J174501.5-263218,CX1034,266.25627,0.15,-26.53842,0.35,3,8661,3.95,1,2.68272450464,0.0,0.0
1034,J174500.0-263731,CX1035,266.25028,0.15,-26.62539,0.0,3,8661,2.87,1,2.09005042231,0.0,0.0
1035,J174458.6-262121,CX1036,266.24417,0.4,-26.35585,0.23,3,8672,4.52,1,3.08606720079,0.0,0.0
1036,J174455.2-262803,CX1037,266.2304,0.26,-26.46756,0.13,3,8672,5.6,1,4.04042210268,0.0,0.0
1037,J174454.6-311959,CX1038,266.22752,0.31,-31.33312,0.13,3,8750,2.71,1,2.01641036692,0.0,0.0
1038,J174448.1-313729,CX1039,266.20062,0.31,-31.62481,0.23,3,8763,4.0,1,2.72092094112,0.0,0.0
1039,J174441.8-314302,CX1040,266.17431,0.27,-31.71728,0.35,3,8763,2.59,1,1.96150726938,0.0,0.0
1040,J174440.7-255839,CX1041,266.16977,0.15,-25.9777,0.23,3,9987,0.96,1,1.41855939876,0.0,0.0
1041,J174436.1-261740,CX1042,266.15079,0.15,-26.29464,0.4,3,8672,5.9,1,4.36434539969,0.0,0.0
1042,J174431.7-264647,CX1043,266.13227,0.15,-26.77999,0.0,3,8660,1.55,1,1.57892709389,0.0,0.0
1043,J174431.3-312524,CX1044,266.13046,0.16,-31.42341,0.13,3,8751,4.46,1,3.0378134847,0.0,0.0
1044,J174429.9-261949,CX1045,266.12476,0.4,-26.33035,0.13,3,8672,4.4,1,2.99925170131,0.0,0.0
1045,J174420.1-312353,CX1046,266.08412,0.41,-31.39828,0.13,3,8751,5.32,1,3.7664055501,0.0,0.0
1046,J174413.7-271417,CX1047,266.05738,0.0,-27.23833,0.23,3,8647,5.17,1,3.62973976585,0.0,0.0
1047,J174413.6-254613,CX1048,266.05682,0.15,-25.77037,0.23,3,10012,0.91,1,1.40210939938,0.0,0.0
1048,J174408.9-265958,CX1049,266.03722,0.26,-26.99952,0.27,3,8659,1.02,1,1.42681840744,0.0,0.0
1049,J174401.3-255809,CX1050,266.00543,0.26,-25.96926,0.4,3,10011,4.45,1,3.0378134847,0.0,0.0
1050,J174358.8-273139,CX1051,265.99537,0.66,-27.52764,0.27,3,8646,7.93,1,7.36381767617,0.0,0.0
1051,J174358.1-272419,CX1052,265.99225,0.15,-27.40541,0.13,3,8646,0.9,1,1.40210939938,0.0,0.0
1052,J174356.4-264816,CX1053,265.98533,0.3,-26.80447,0.23,3,8670,4.82,1,3.32810918809,0.0,0.0
1053,J174355.1-314307,CX1054,265.97999,0.16,-31.71882,0.35,3,8752,2.78,1,2.04396936568,0.0,0.0
1054,J174353.3-254457,CX1055,265.97215,0.3,-25.7493,0.0,3,10012,5.22,1,3.668761476,0.0,0.0
1055,J174349.3-264701,CX1056,265.95571,0.52,-26.78371,0.0,3,8670,3.16,1,2.22930723944,0.0,0.0
1056,J174344.8-264449,CX1057,265.93692,0.15,-26.74695,0.23,3,8670,3.3,1,2.30412906926,0.0,0.0
1057,J174339.1-273400,CX1058,265.91318,0.15,-27.56681,0.23,3,8645,2.96,1,2.13630774183,0.0,0.0
1058,J174338.4-314515,CX1059,265.91041,0.16,-31.75431,0.48,3,8752,4.42,1,3.00888862669,0.0,0.0
1059,J174337.4-260209,CX1060,265.9061,0.15,-26.03588,0.13,3,10011,3.29,1,2.29475723505,0.0,0.0
1060,J174332.7-264502,CX1061,265.88632,0.15,-26.75078,0.0,3,8670,2.36,1,1.87069793602,0.0,0.0
1061,J174330.1-262352,CX1062,265.87578,0.3,-26.39806,0.27,3,9985,1.95,1,1.70982770121,0.0,0.0
1062,J174329.0-273447,CX1063,265.87094,0.15,-27.57994,0.23,3,8645,0.91,1,1.40210939938,0.0,0.0
1063,J174327.7-262333,CX1064,265.86546,0.15,-26.39263,0.23,3,9985,2.41,1,1.88878552722,0.0,0.0
1064,J174327.5-271511,CX1065,265.86468,0.15,-27.25321,0.0,3,8658,3.79,1,2.58747188735,0.0,0.0
1065,J174326.8-270149,CX1066,265.86175,0.15,-27.0303,0.0,3,8669,6.02,1,4.50203407004,0.0,0.0
1066,J174320.9-263815,CX1067,265.83718,0.45,-26.63766,0.13,3,9984,4.66,1,3.19241456704,0.0,0.0
1067,J174318.1-255813,CX1068,265.82564,0.15,-25.97034,0.23,3,10011,5.39,1,3.83482864908,0.0,0.0
1068,J174304.9-263342,CX1069,265.77067,0.26,-26.56192,0.0,3,9984,1.41,1,1.53606990981,0.0,0.0
1069,J174258.7-265501,CX1070,265.74475,0.0,-26.91695,0.13,3,8669,4.32,1,2.94148105005,0.0,0.0
1070,J174257.0-274630,CX1071,265.73786,0.0,-27.77516,0.13,3,8644,1.17,1,1.46843820701,0.0,0.0
1071,J174254.6-272326,CX1072,265.72773,0.15,-27.39074,0.13,3,8657,0.87,1,1.39391921137,0.0,0.0
1072,J174254.3-263437,CX1073,265.7265,0.0,-26.57721,0.23,3,9984,2.55,1,1.94327320977,0.0,0.0
1073,J174252.5-265713,CX1074,265.71914,0.26,-26.95366,0.4,3,8669,2.98,1,2.14557935482,0.0,0.0
1074,J174245.2-274548,CX1075,265.68854,0.15,-27.76349,0.23,3,8644,2.78,1,2.04396936568,0.0,0.0
1075,J174240.0-264910,CX1076,265.66695,0.0,-26.8197,0.23,3,9983,2.71,1,2.01641036692,0.0,0.0
1076,J174236.4-273710,CX1077,265.65181,0.26,-27.6196,0.27,3,8656,3.05,1,2.17343294532,0.0,0.0
1077,J174223.8-271158,CX1078,265.59934,0.3,-27.1996,0.13,3,8668,1.46,1,1.55316153951,0.0,0.0
1078,J174218.8-275926,CX1079,265.5786,0.15,-27.99058,0.27,3,8643,0.61,1,1.3292895726,0.0,0.0
1079,J174212.6-281040,CX1080,265.55258,0.4,-28.17799,0.13,3,8203,4.44,1,3.0281695408,0.0,0.0
1080,J174211.6-271147,CX1081,265.54869,0.15,-27.19644,0.35,3,8668,3.97,1,2.70181619801,0.0,0.0
1081,J174211.3-281049,CX1082,265.54715,0.15,-28.18046,0.13,3,8203,4.22,1,2.86459609157,0.0,0.0
1082,J174159.0-281643,CX1083,265.49585,0.3,-28.27885,0.13,3,8203,2.56,1,1.95238591672,0.0,0.0
1083,J174150.7-272802,CX1084,265.46136,0.4,-27.4675,0.27,3,8667,5.13,1,3.59073958507,0.0,0.0
1084,J174147.2-265754,CX1085,265.44669,0.0,-26.96502,0.35,3,9982,2.94,1,2.11778440069,0.0,0.0
1085,J174146.4-274954,CX1086,265.4436,0.3,-27.83186,0.23,3,8655,2.94,1,2.11778440069,0.0,0.0
1086,J174140.4-273647,CX1087,265.41861,0.4,-27.61329,0.23,3,8666,4.34,1,2.95110331365,0.0,0.0
1087,J174136.5-273625,CX1088,265.40225,0.3,-27.60701,0.23,3,8666,3.39,1,2.35106587909,0.0,0.0
1088,J174127.4-264646,CX1089,265.3642,0.15,-26.77951,0.13,3,10007,0.7,1,1.3533332065,0.0,0.0
1089,J174125.0-273143,CX1090,265.35433,0.26,-27.52862,0.13,3,8666,3.26,1,2.28539072542,0.0,0.0
1090,J174123.2-264544,CX1091,265.34691,0.3,-26.76247,0.27,3,10007,1.83,1,1.67460764593,0.0,0.0
1091,J174109.5-264703,CX1092,265.28965,0.15,-26.78427,0.58,3,10007,4.7,1,3.22146096792,0.0,0.0
1092,J174109.4-264918,CX1093,265.28921,0.26,-26.82167,0.0,3,10007,5.41,1,3.85438850764,0.0,0.0
1093,J174103.9-282142,CX1094,265.26638,0.26,-28.36169,0.23,3,8201,3.74,1,2.55896673832,0.0,0.0
1094,J174102.3-274736,CX1095,265.25988,0.15,-27.79349,0.35,3,8665,2.98,1,2.14557935482,0.0,0.0
1095,J174056.3-283045,CX1096,265.23475,0.15,-28.51274,0.23,3,8676,2.32,1,1.85264966138,0.0,0.0
1096,J174050.9-274332,CX1097,265.21245,0.4,-27.72558,0.13,3,8665,3.31,1,2.31350616334,0.0,0.0
1097,J174050.3-282659,CX1098,265.20998,0.79,-28.44991,0.23,3,8687,9.72,1,11.767370597,0.0,0.0
1098,J174044.2-283406,CX1099,265.18419,0.15,-28.5685,0.23,3,8676,2.0,1,1.72751577933,0.0,0.0
1099,J174044.2-274935,CX1100,265.18417,0.3,-27.82657,0.13,3,8665,3.0,1,2.15485748202,0.0,0.0
1100,J174044.0-283031,CX1101,265.18374,0.15,-28.50887,0.27,3,8676,2.13,1,1.78087359681,0.0,0.0
1101,J174042.0-280724,CX1102,265.1753,0.15,-28.12338,0.46,3,8199,5.09,1,3.55176164288,0.0,0.0
1102,J174041.3-274636,CX1103,265.17208,0.15,-27.77691,0.13,3,8665,1.8,1,1.6570789866,0.0,0.0
1103,J174040.4-270809,CX1104,265.16835,0.3,-27.13598,0.23,3,10005,4.28,1,2.91262952808,0.0,0.0
1104,J174034.0-282330,CX1105,265.14192,0.15,-28.39169,0.35,3,8687,4.71,1,3.23114697404,0.0,0.0
1105,J174032.0-282909,CX1106,265.13367,0.15,-28.48607,0.23,3,8676,4.89,1,3.38637132752,0.0,0.0
1106,J174029.8-283145,CX1107,265.12421,0.4,-28.52944,0.13,3,8676,4.22,1,2.86459609157,0.0,0.0
1107,J174026.2-274802,CX1108,265.1095,0.55,-27.80063,0.35,3,9978,9.03,1,9.82280564644,0.0,0.0
1108,J174024.8-284054,CX1109,265.10341,0.3,-28.68178,0.27,3,8677,4.0,1,2.72092094112,0.0,0.0
1109,J174017.6-273057,CX1110,265.07357,0.15,-27.51588,0.27,3,9979,3.63,1,2.49259117543,0.0,0.0
1110,J174014.4-282133,CX1111,265.06,0.26,-28.35931,0.13,3,8687,1.82,1,1.66583635685,0.0,0.0
1111,J174012.8-271235,CX1112,265.05345,0.15,-27.20988,0.27,3,10005,3.31,1,2.31350616334,0.0,0.0
1112,J174011.4-280212,CX1113,265.04775,0.26,-28.03679,0.27,3,8199,5.51,1,3.95225388453,0.0,0.0
1113,J174010.6-282504,CX1114,265.04424,0.15,-28.41799,0.0,3,8687,5.34,1,3.78594912378,0.0,0.0
1114,J174007.2-283347,CX1115,265.03023,0.15,-28.56308,0.13,3,8688,5.13,1,3.59073958507,0.0,0.0
1115,J174003.7-281859,CX1116,265.01551,0.15,-28.31648,0.27,3,8687,3.6,1,2.47366343059,0.0,0.0
1116,J173958.7-272532,CX1117,264.99494,0.26,-27.42563,0.27,3,10004,3.76,1,2.56846467132,0.0,0.0
1117,J173957.6-285618,CX1118,264.99025,0.31,-28.93856,0.35,3,8678,3.64,1,2.49259117543,0.0,0.0
1118,J173955.4-274652,CX1119,264.98121,0.0,-27.78113,0.13,3,9978,2.12,1,1.77195111891,0.0,0.0
1119,J173948.9-282930,CX1120,264.95381,0.15,-28.49181,0.13,3,8688,2.56,1,1.95238591672,0.0,0.0
1120,J173942.2-282055,CX1121,264.926,0.15,-28.34871,0.13,3,8698,5.89,1,4.35451613475,0.0,0.0
1121,J173939.7-271908,CX1122,264.91548,0.15,-27.31894,0.23,3,10004,3.94,1,2.68272450464,0.0,0.0
1122,J173938.9-274356,CX1123,264.91212,0.15,-27.73239,0.13,3,9978,2.96,1,2.13630774183,0.0,0.0
1123,J173934.5-274930,CX1124,264.89396,0.15,-27.82523,0.23,3,9978,4.0,1,2.72092094112,0.0,0.0
1124,J173927.9-275540,CX1125,264.86644,0.26,-27.9279,0.13,3,9977,4.3,1,2.92224413214,0.0,0.0
1125,J173924.8-273200,CX1126,264.85372,0.26,-27.53346,0.23,3,10003,2.73,1,2.02558899282,0.0,0.0
1126,J173916.9-273708,CX1127,264.82079,0.4,-27.61897,0.35,3,10003,3.02,1,2.16414203966,0.0,0.0
1127,J173914.4-273213,CX1128,264.81011,0.26,-27.53701,0.0,3,10003,1.98,1,1.72751577933,0.0,0.0
1128,J173912.6-275624,CX1129,264.80276,0.15,-27.94017,0.13,3,9977,1.86,1,1.68339263626,0.0,0.0
1129,J173907.7-273637,CX1130,264.78229,0.4,-27.6104,0.23,3,10003,3.25,1,2.27602960609,0.0,0.0
1130,J173905.6-291110,CX1131,264.7735,0.27,-29.18634,0.13,3,8679,3.21,1,2.25732380659,0.0,0.0
1131,J173904.7-290803,CX1132,264.76965,0.15,-29.13427,0.13,3,8679,0.5,1,1.3054925384,0.0,0.0
1132,J173900.4-290924,CX1133,264.7517,0.15,-29.15686,0.13,3,8679,2.02,1,1.73637863608,0.0,0.0
1133,J173856.7-285630,CX1134,264.7363,0.31,-28.94172,0.13,3,8690,4.31,1,2.93186131456,0.0,0.0
1134,J173856.7-281030,CX1135,264.73625,0.15,-28.17511,0.13,3,9990,3.88,1,2.64458139746,0.0,0.0
1135,J173856.6-283530,CX1136,264.73593,0.0,-28.59191,0.27,3,8699,5.11,1,3.57124778863,0.0,0.0
1136,J173853.1-283123,CX1137,264.72132,0.3,-28.5233,0.13,3,8699,2.4,1,1.87973688792,0.0,0.0
1137,J173851.9-274427,CX1138,264.71643,0.26,-27.74106,0.0,3,10002,2.39,1,1.87973688792,0.0,0.0
1138,J173850.7-290708,CX1139,264.71135,0.15,-29.11899,0.27,3,8679,3.64,1,2.49259117543,0.0,0.0
1139,J173849.9-285744,CX1140,264.70794,0.0,-28.96228,0.23,3,8690,3.44,1,2.37928786989,0.0,0.0
1140,J173846.5-283643,CX1141,264.69412,0.15,-28.61214,0.27,3,8699,5.31,1,3.75663556495,0.0,0.0
1141,J173846.1-282834,CX1142,264.69238,0.4,-28.47612,0.0,3,8699,3.06,1,2.18273011795,0.0,0.0
1142,J173845.4-283005,CX1143,264.68922,0.26,-28.50163,0.35,3,8699,1.57,1,1.58754866628,0.0,0.0
1143,J173837.8-283611,CX1144,264.65774,0.15,-28.60326,0.13,3,8699,4.79,1,3.29900148042,0.0,0.0
1144,J173835.0-283405,CX1145,264.64608,0.3,-28.56827,0.13,3,8699,3.03,1,2.16414203966,0.0,0.0
1145,J173832.2-280822,CX1146,264.63456,0.15,-28.13966,0.35,3,9990,3.3,1,2.30412906926,0.0,0.0
1146,J173828.8-283433,CX1147,264.62034,0.15,-28.57596,0.35,3,8699,4.23,1,2.87419741281,0.0,0.0
1147,J173812.7-290507,CX1148,264.55299,0.15,-29.08547,0.23,3,8691,3.12,1,2.21065844667,0.0,0.0
1148,J173806.4-293415,CX1149,264.52682,0.0,-29.57089,0.13,3,8681,3.14,1,2.21997990257,0.0,0.0
1149,J173755.8-291244,CX1150,264.48269,0.15,-29.21243,0.23,3,8691,5.52,1,3.96204628542,0.0,0.0
1150,J173755.0-291010,CX1151,264.47946,0.15,-29.16961,0.13,3,8691,3.24,1,2.27602960609,0.0,0.0
1151,J173740.2-283117,CX1152,264.41765,0.15,-28.52152,0.13,3,9992,0.46,1,1.2976173426,0.0,0.0
1152,J173737.9-282632,CX1153,264.40806,0.15,-28.4423,0.35,3,9992,4.47,1,3.04745972374,0.0,0.0
1153,J173733.9-294344,CX1154,264.39148,0.41,-29.72911,0.13,3,8682,2.21,1,1.80770870657,0.0,0.0
1154,J173731.0-292428,CX1155,264.37946,0.31,-29.40798,0.13,3,8692,5.2,1,3.65900406775,0.0,0.0
1155,J173723.7-283929,CX1156,264.3491,0.4,-28.65814,0.35,3,9993,5.4,2,3.84460801224,0.0,0.0
1156,J173721.8-283823,CX1157,264.34089,0.27,-28.63997,0.35,3,9993,5.85,1,4.30538160537,0.0,0.0
1157,J173714.3-293848,CX1158,264.30962,0.31,-29.64679,0.4,3,8682,5.09,1,3.55176164288,0.0,0.0
1158,J173712.5-295823,CX1159,264.30237,0.15,-29.97315,0.27,3,8683,5.94,1,4.40367014748,0.0,0.0
1159,J173655.1-284315,CX1160,264.22973,0.15,-28.72098,0.13,3,9993,2.08,1,1.76304020596,0.0,0.0
1160,J173645.7-283416,CX1161,264.1906,0.3,-28.57133,0.13,3,10016,4.42,1,3.00888862669,0.0,0.0
1161,J173642.1-285944,CX1162,264.17562,0.41,-28.99575,0.23,3,9994,5.76,1,4.20717372684,0.0,0.0
1162,J173639.6-291745,CX1163,264.16537,0.15,-29.29591,0.0,3,8703,3.33,1,2.32288845359,0.0,0.0
1163,J173636.2-292208,CX1164,264.15088,0.27,-29.36903,0.23,3,8703,4.14,1,2.81663110254,0.0,0.0
1164,J173633.6-283003,CX1165,264.14034,0.3,-28.50105,0.23,3,10016,0.57,1,1.3213291671,0.0,0.0
1165,J173631.8-293302,CX1166,264.13269,0.27,-29.55069,0.23,3,8693,5.27,1,3.71756785652,0.0,0.0
1166,J173631.1-285256,CX1167,264.12967,0.15,-28.88228,0.27,3,9994,1.7,1,1.63089262915,0.0,0.0
1167,J173627.8-301214,CX1168,264.11584,0.41,-30.2039,0.35,3,8684,5.93,1,4.39383781765,0.0,0.0
1168,J173621.4-291923,CX1169,264.08941,0.27,-29.32321,0.13,3,8703,1.02,1,1.42681840744,0.0,0.0
1169,J173620.6-294433,CX1170,264.08586,0.27,-29.74258,0.35,3,8694,1.65,1,1.61350883723,0.0,0.0
1170,J173619.0-282945,CX1171,264.07949,0.15,-28.49593,0.27,3,10016,3.66,1,2.51153553983,0.0,0.0
1171,J173617.6-282507,CX1172,264.07369,0.4,-28.41871,0.35,3,10016,6.63,1,5.26150271005,0.0,0.0
1172,J173617.2-284006,CX1173,264.07182,0.3,-28.66852,0.13,3,10017,4.16,1,2.8262184572,0.0,0.0
1173,J173614.0-284136,CX1174,264.05838,0.3,-28.69349,0.13,3,10017,2.92,1,2.10853284722,0.0,0.0
1174,J173609.5-284846,CX1175,264.03973,0.61,-28.81299,0.48,3,10017,6.75,1,5.41968733119,0.0,0.0
1175,J173609.0-284548,CX1176,264.03763,0.27,-28.7636,0.13,3,10017,3.94,1,2.68272450464,0.0,0.0
1176,J173608.0-295038,CX1177,264.03369,0.77,-29.84397,0.27,3,8695,6.44,1,5.00469886884,0.0,0.0
1177,J173606.3-290723,CX1178,264.02628,0.31,-29.12328,0.13,3,9995,2.52,1,1.93416927073,0.0,0.0
1178,J173606.0-295540,CX1179,264.0252,0.15,-29.92794,0.23,3,8695,4.67,1,3.20209474685,0.0,0.0
1179,J173603.2-293115,CX1180,264.01337,0.0,-29.52093,0.13,3,8704,2.84,1,2.07159618841,0.0,0.0
1180,J173556.2-300500,CX1181,263.98426,0.27,-30.08357,0.13,3,8684,4.44,1,3.0281695408,0.0,0.0
1181,J173554.6-300638,CX1182,263.97771,0.15,-30.11058,0.23,3,8684,4.3,1,2.92224413214,0.0,0.0
1182,J173551.1-284244,CX1183,263.96303,0.3,-28.71235,0.13,3,10017,2.23,1,1.81667574647,0.0,0.0
1183,J173548.7-284458,CX1184,263.95298,0.26,-28.74966,0.13,3,10017,3.82,1,2.60649396083,0.0,0.0
1184,J173548.6-284710,CX1185,263.95276,0.4,-28.78629,0.13,3,10017,5.59,1,4.03062163541,0.0,0.0
1185,J173548.4-301941,CX1186,263.95166,0.0,-30.32829,0.13,3,8685,2.09,1,1.76304020596,0.0,0.0
1186,J173545.8-290800,CX1187,263.94112,0.41,-29.13353,0.27,3,9995,2.66,1,1.9889220115,0.0,0.0
1187,J173544.7-290923,CX1188,263.93662,0.15,-29.15662,0.27,3,9995,3.8,1,2.58747188735,0.0,0.0
1188,J173541.3-292837,CX1189,263.92234,0.15,-29.47711,0.35,3,8704,2.78,1,2.04396936568,0.0,0.0
1189,J173540.8-301833,CX1190,263.92037,0.15,-30.3093,0.13,3,8685,0.43,1,1.28977159521,0.0,0.0
1190,J173540.6-293336,CX1191,263.91943,0.27,-29.56002,0.13,3,8704,3.72,1,2.53998243455,0.0,0.0
1191,J173528.6-291026,CX1192,263.86929,0.27,-29.17409,0.67,3,9996,7.93,1,7.36381767617,0.0,0.0
1192,J173528.0-295600,CX1193,263.86703,0.31,-29.93346,0.13,3,8695,3.89,1,2.64458139746,0.0,0.0
1193,J173527.3-301403,CX1194,263.86405,0.41,-30.23422,0.35,3,8685,5.49,1,3.93267221718,0.0,0.0
1194,J173518.1-292727,CX1195,263.82579,0.7,-29.45753,0.27,3,9997,7.39,1,6.40046176208,0.0,0.0
1195,J173517.5-300741,CX1196,263.82315,0.15,-30.1282,0.13,3,8696,2.01,1,1.73637863608,0.0,0.0
1196,J173516.3-300640,CX1197,263.8182,0.27,-30.11126,0.13,3,8696,1.37,1,1.52755057783,0.0,0.0
1197,J173515.6-301055,CX1198,263.81516,0.31,-30.18219,0.13,3,8696,4.6,1,3.14404369687,0.0,0.0
1198,J173513.3-293919,CX1199,263.80577,0.15,-29.65554,0.35,3,8705,3.06,1,2.18273011795,0.0,0.0
1199,J173513.1-294023,CX1200,263.80487,0.15,-29.67321,0.35,3,8705,2.04,1,1.74525378321,0.0,0.0
1200,J173508.2-291503,CX1201,263.78457,0.0,-29.25107,0.13,3,9996,4.2,1,2.8549975075,0.0,0.0
1201,J173504.3-293120,CX1202,263.76829,0.31,-29.52235,0.27,3,9997,4.16,1,2.8262184572,0.0,0.0
1202,J173457.5-300419,CX1203,263.73959,0.15,-30.07203,0.13,3,8696,3.48,1,2.40755285878,0.0,0.0
1203,J173453.8-290430,CX1204,263.72421,0.15,-29.07521,0.0,3,10019,1.39,1,1.53606990981,0.0,0.0
1204,J173445.9-301359,CX1205,263.69163,0.15,-30.23306,0.23,3,8697,4.88,1,3.37665674415,0.0,0.0
1205,J173440.6-302950,CX1206,263.66921,0.15,-30.49745,0.13,3,8686,5.19,1,3.64924797291,0.0,0.0
1206,J173425.9-295104,CX1207,263.60793,0.27,-29.85127,0.35,3,8706,4.46,1,3.0378134847,0.0,0.0
1207,J173423.6-301705,CX1208,263.5987,0.15,-30.28499,0.23,3,8697,2.7,1,2.00723958904,0.0,0.0
1208,J173423.6-292155,CX1209,263.59857,0.41,-29.36539,0.27,3,10020,4.52,1,3.08606720079,0.0,0.0
1209,J173421.3-301814,CX1210,263.58893,0.15,-30.30403,0.13,3,8697,2.95,1,2.12704272825,0.0,0.0
1210,J173405.2-291426,CX1211,263.52169,0.15,-29.24074,0.13,3,10020,4.14,1,2.81663110254,0.0,0.0
1211,J173359.0-300505,CX1212,263.49605,0.41,-30.08498,0.13,3,8707,1.67,1,1.62219319682,0.0,0.0
1212,J173352.7-301807,CX1213,263.46995,0.54,-30.30204,0.13,3,8708,4.79,1,3.29900148042,0.0,0.0
1213,J173346.0-301928,CX1214,263.44184,0.15,-30.32456,0.23,3,8708,3.78,1,2.57796640161,0.0,0.0
1214,J173340.5-293332,CX1215,263.41877,0.15,-29.55901,0.13,3,10021,4.18,1,2.83580866206,0.0,0.0
1215,J173335.0-301801,CX1216,263.39597,0.15,-30.30043,0.13,3,8708,1.01,1,1.42681840744,0.0,0.0
1216,J173328.9-293127,CX1217,263.37061,0.15,-29.52424,0.13,3,10021,3.6,1,2.47366343059,0.0,0.0
1217,J173318.7-300837,CX1218,263.32828,0.31,-30.14365,0.35,3,10000,5.08,1,3.54202071815,0.0,0.0
1218,J173317.0-302040,CX1219,263.32108,0.41,-30.3447,0.13,3,8708,4.24,1,2.8838014439,0.0,0.0
1219,J173308.8-300935,CX1220,263.28704,0.15,-30.15998,0.0,3,10000,4.66,1,3.19241456704,0.0,0.0
1220,J173258.6-301020,CX1221,263.24441,0.41,-30.17224,0.35,3,10000,5.13,1,3.59073958507,0.0,0.0
1221,J173239.3-300700,CX1222,263.16405,0.27,-30.11686,0.13,3,10000,5.06,1,3.53228124133,0.0,0.0
1222,J173230.1-295155,CX1223,263.12573,0.0,-29.86529,0.23,3,10023,1.06,1,1.44340249682,0.0,0.0
1223,J173217.6-295131,CX1224,263.07373,0.27,-29.85885,0.23,3,10023,3.45,1,2.38870483062,0.0,0.0
1224,J173206.9-300808,CX1225,263.02908,0.15,-30.13578,0.27,3,10024,4.17,1,2.83580866206,0.0,0.0
1225,J175649.3-271814,CX1226,269.20549,0.15,-27.30395,0.13,3,8730,1.47,1,1.55316153951,0.0,0.0
1226,J175515.6-273537,CX1227,268.81525,0.15,-27.59384,0.23,3,8717,3.89,1,2.64458139746,0.0,0.0
1227,J175230.9-285803,CX1228,268.12908,0.27,-28.96772,0.13,3,8722,1.76,1,1.648335757,0.0,0.0
1228,J175156.8-284145,CX1229,267.98681,0.15,-28.69593,0.0,3,8711,2.54,1,1.94327320977,0.0,0.0
1229,J174627.1-254306,CX1230,266.61302,0.52,-25.71851,0.13,3,8675,4.96,1,3.44469313115,0.0,0.0
1230,J174236.6-275917,CX1231,265.65273,0.4,-27.98829,0.23,3,8643,3.33,1,2.32288845359,0.0,0.0
1231,J174041.1-273748,CX1232,265.17141,0.26,-27.63024,0.13,3,9979,5.76,1,4.20717372684,0.0,0.0
1232,J173738.9-285026,CX1233,264.41211,0.31,-28.84057,0.23,3,8701,4.85,1,3.3475230795,0.0,0.0
1233,J173531.4-295145,CX1234,263.88121,0.46,-29.86272,0.13,3,8695,4.14,1,2.81663110254,0.0,0.0
1234,J175748.7-275214,CXB1  ,269.45292,0.19,-27.87072,0.22,161,13536,7.74,1,1.0913343978,-0.61,0.06
1235,J175359.8-292907,CXB2  ,268.49948,0.09,-29.48528,0.05,148,13550,4.35,2,0.875163280661,-0.18,0.02
1236,J174614.3-321949,CXB3  ,266.55999,0.06,-32.33038,0.05,105,13574,2.64,1,0.859948119259,0.28,0.03
1237,J173416.2-304538,CXB4  ,263.56785,0.15,-30.76075,0.09,70,13586,3.78,1,0.950531834195,-0.9,0.12
1238,J173208.6-302828,CXB5  ,263.03623,0.07,-30.47463,0.1,66,13587,3.78,1,0.961410821563,-0.75,0.1
1239,J174517.0-321356,CXB6  ,266.32086,0.11,-32.23236,0.11,66,13577,3.73,2,0.955934499753,0.78,0.11
1240,J175551.6-283213,CXB7  ,268.96503,0.06,-28.53698,0.05,65,13533,1.83,1,0.863603362556,0.34,0.05
1241,J175432.1-292824,CXB8  ,268.63393,0.28,-29.47341,0.26,65,13550,7.49,2,1.63089262915,-0.78,0.11
1242,J174916.6-311518,CXB9  ,267.3192,0.09,-31.25507,0.07,64,13569,3.52,1,0.945204087919,-0.95,0.13
1243,J175832.4-275244,CXB10 ,269.63501,0.13,-27.8789,0.11,53,13558,4.3,1,1.05157537429,-0.56,0.09
1244,J175020.7-302652,CXB11 ,267.58626,0.14,-30.44779,0.09,45,13543,3.83,1,1.03242954618,-0.94,0.16
